state,file_week_end,initial_claims,claim_week_end,continued_claims,covered_employment,unemployment_rate
Tennessee,11/2/2019,"2,161",10/26/2019,"17,970","3,250,062",0.55
Tennessee,11/9/2019,"2,481",11/2/2019,"15,686","3,250,062",0.48
Tennessee,11/16/2019,"2,159",11/9/2019,"15,384","3,250,062",0.47
Tennessee,11/23/2019,"2,161",11/16/2019,"15,588","3,250,062",0.48
Tennessee,11/30/2019,"2,034",11/23/2019,"15,429","3,250,062",0.47
Tennessee,12/7/2019,"3,310",11/30/2019,"16,809","3,250,062",0.52
Tennessee,12/14/2019,"2,476",12/7/2019,"16,589","3,250,062",0.51
Tennessee,12/21/2019,"3,253",12/14/2019,"17,212","3,250,062",0.53
Tennessee,12/28/2019,"4,590",12/21/2019,"17,634","3,250,062",0.54
Tennessee,1/4/2020,"3,084",12/28/2019,"22,163","3,250,062",0.68
Tennessee,1/11/2020,"3,711",1/4/2020,"22,398","3,263,988",0.69
Tennessee,1/18/2020,"3,093",1/11/2020,"20,441","3,263,988",0.63
Tennessee,1/25/2020,"2,484",1/18/2020,"20,786","3,263,988",0.64
Tennessee,2/1/2020,"2,362",1/25/2020,"21,364","3,263,988",0.65
Tennessee,2/8/2020,"2,161",2/1/2020,"20,670","3,263,988",0.63
Tennessee,2/15/2020,"2,140",2/8/2020,"20,485","3,263,988",0.63
Tennessee,2/22/2020,"1,855",2/15/2020,"20,139","3,263,988",0.62
Tennessee,2/29/2020,"2,014",2/22/2020,"20,413","3,263,988",0.63
Tennessee,3/7/2020,"2,032",2/29/2020,"19,035","3,263,988",0.58
Tennessee,3/14/2020,"2,702",3/7/2020,"18,450","3,263,988",0.57
Tennessee,3/21/2020,"38,077",3/14/2020,"18,350","3,263,988",0.56
Tennessee,3/28/2020,"92,500",3/21/2020,"37,541","3,263,988",1.15
Tennessee,4/4/2020,"112,186",3/28/2020,"116,179","3,263,988",3.56
Tennessee,4/11/2020,"71,887",4/4/2020,"206,472","3,278,927",6.3
Tennessee,4/18/2020,"67,226",4/11/2020,"279,895","3,278,927",8.54
Tennessee,4/25/2020,"42,805",4/18/2020,"341,033","3,278,927",10.4
Tennessee,5/2/2020,"36,323",4/25/2020,"340,249","3,278,927",10.38
Tennessee,5/9/2020,"28,377",5/2/2020,"343,212","3,278,927",10.47
Tennessee,5/16/2020,"27,990",5/9/2020,"332,745","3,278,927",10.15
Tennessee,5/23/2020,"25,439",5/16/2020,"327,768","3,278,927",10
Tennessee,5/30/2020,"22,255",5/23/2020,"322,117","3,278,927",9.82
Tennessee,6/6/2020,"20,908",5/30/2020,"310,065","3,278,927",9.46
Tennessee,6/13/2020,"19,413",6/6/2020,"297,873","3,278,927",9.08
Tennessee,6/20/2020,"20,506",6/13/2020,"283,631","3,278,927",8.65
Tennessee,6/27/2020,"21,544",6/20/2020,"279,199","3,278,927",8.51
Tennessee,7/4/2020,"24,920",6/27/2020,"273,815","3,278,927",8.35
Tennessee,7/11/2020,"22,060",7/4/2020,"268,220","3,310,273",8.1
Tennessee,7/18/2020,"25,773",7/11/2020,"260,009","3,310,273",7.85
Tennessee,7/25/2020,"20,091",7/18/2020,"258,469","3,310,273",7.81
Tennessee,8/1/2020,"12,208",7/25/2020,"242,385","3,310,273",7.32
Tennessee,8/8/2020,"10,620",8/1/2020,"224,750","3,310,273",6.79
Tennessee,8/15/2020,"14,413",8/8/2020,"219,023","3,310,827",6.62
Tennessee,8/22/2020,"11,588",8/15/2020,"204,952","3,310,827",6.19
Tennessee,8/29/2020,"12,876",8/22/2020,"199,408","3,310,827",6.02
Tennessee,9/5/2020,"12,310",8/29/2020,"192,911","3,310,827",5.83
Tennessee,9/12/2020,"11,316",9/5/2020,"178,952","3,310,827",5.41
Texas,1/2/2016,"12,859",12/26/2015,"180,569","11,275,316",1.6
Texas,1/9/2016,"26,258",1/2/2016,"179,040","11,181,963",1.6
Texas,1/16/2016,"19,126",1/9/2016,"181,738","11,181,963",1.63
Texas,1/23/2016,"16,838",1/16/2016,"175,742","11,181,963",1.57
Texas,1/30/2016,"17,635",1/23/2016,"179,310","11,181,963",1.6
Texas,2/6/2016,"19,309",1/30/2016,"174,000","11,181,963",1.56
Texas,2/13/2016,"16,967",2/6/2016,"174,666","11,181,963",1.56
Texas,2/20/2016,"15,977",2/13/2016,"174,913","11,181,963",1.56
Texas,2/27/2016,"16,936",2/20/2016,"179,585","11,181,963",1.61
Texas,3/5/2016,"17,643",2/27/2016,"176,560","11,181,963",1.58
Texas,3/12/2016,"16,955",3/5/2016,"175,285","11,181,963",1.57
Texas,3/19/2016,"16,306",3/12/2016,"179,249","11,181,963",1.6
Texas,3/26/2016,"17,361",3/19/2016,"182,931","11,181,963",1.64
Texas,4/2/2016,"16,427",3/26/2016,"178,756","11,181,963",1.6
Texas,4/9/2016,"19,103",4/2/2016,"172,637","11,416,813",1.51
Texas,4/16/2016,"16,564",4/9/2016,"176,156","11,416,813",1.54
Texas,4/23/2016,"16,288",4/16/2016,"181,331","11,416,813",1.59
Texas,4/30/2016,"16,133",4/23/2016,"178,982","11,416,813",1.57
Texas,5/7/2016,"17,074",4/30/2016,"180,372","11,416,813",1.58
Texas,5/14/2016,"17,346",5/7/2016,"175,739","11,416,813",1.54
Texas,5/21/2016,"17,421",5/14/2016,"182,079","11,416,813",1.59
Texas,5/28/2016,"17,101",5/21/2016,"179,596","11,416,813",1.57
Texas,6/4/2016,"16,543",5/28/2016,"183,745","11,416,813",1.61
Texas,6/11/2016,"17,624",6/4/2016,"179,754","11,416,813",1.57
Texas,6/18/2016,"17,571",6/11/2016,"189,644","11,416,813",1.66
Texas,6/25/2016,"17,181",6/18/2016,"191,054","11,416,813",1.67
Texas,7/2/2016,"16,540",6/25/2016,"190,291","11,416,813",1.67
Texas,7/9/2016,"16,075",7/2/2016,"183,095","11,464,998",1.6
Texas,7/16/2016,"17,483",7/9/2016,"192,200","11,464,998",1.68
Texas,7/23/2016,"15,838",7/16/2016,"192,281","11,464,998",1.68
Texas,7/30/2016,"14,990",7/23/2016,"189,988","11,464,998",1.66
Texas,8/6/2016,"16,186",7/30/2016,"188,295","11,464,998",1.64
Texas,8/13/2016,"15,596",8/6/2016,"182,533","11,464,998",1.59
Texas,8/20/2016,"15,210",8/13/2016,"185,052","11,464,998",1.61
Texas,8/27/2016,"14,268",8/20/2016,"180,016","11,464,998",1.57
Texas,9/3/2016,"15,707",8/27/2016,"177,039","11,464,998",1.54
Texas,9/10/2016,"13,072",9/3/2016,"164,760","11,464,998",1.44
Texas,9/17/2016,"14,817",9/10/2016,"169,348","11,464,998",1.48
Texas,9/24/2016,"14,694",9/17/2016,"165,962","11,464,998",1.45
Texas,10/1/2016,"14,323",9/24/2016,"163,680","11,464,998",1.43
Texas,10/8/2016,"16,881",10/1/2016,"157,796","11,489,518",1.37
Texas,10/15/2016,"14,613",10/8/2016,"154,824","11,489,518",1.35
Texas,10/22/2016,"15,308",10/15/2016,"157,801","11,489,518",1.37
Texas,10/29/2016,"15,832",10/22/2016,"152,512","11,489,518",1.33
Texas,11/5/2016,"17,998",10/29/2016,"156,476","11,489,518",1.36
Texas,11/12/2016,"15,829",11/5/2016,"147,819","11,489,518",1.29
Texas,11/19/2016,"18,565",11/12/2016,"159,339","11,489,518",1.39
Texas,11/26/2016,"10,877",11/19/2016,"147,856","11,489,518",1.29
Texas,12/3/2016,"20,194",11/26/2016,"175,613","11,489,518",1.53
Texas,12/10/2016,"15,509",12/3/2016,"151,207","11,489,518",1.32
Texas,12/17/2016,"15,595",12/10/2016,"168,225","11,489,518",1.46
Texas,12/24/2016,"13,720",12/17/2016,"153,582","11,489,518",1.34
Texas,12/31/2016,"11,715",12/24/2016,"168,717","11,489,518",1.47
Texas,1/7/2017,"21,401",12/31/2016,"167,019","11,489,518",1.45
Texas,1/14/2017,"17,583",1/7/2017,"170,051","11,526,467",1.48
Texas,1/21/2017,"15,064",1/14/2017,"161,675","11,526,467",1.4
Texas,1/28/2017,"15,118",1/21/2017,"165,892","11,526,467",1.44
Texas,2/4/2017,"15,306",1/28/2017,"155,865","11,526,467",1.35
Texas,2/11/2017,"14,652",2/4/2017,"154,824","11,526,467",1.34
Texas,2/18/2017,"13,841",2/11/2017,"153,292","11,526,467",1.33
Texas,2/25/2017,"12,293",2/18/2017,"152,877","11,526,467",1.33
Texas,3/4/2017,"13,841",2/25/2017,"150,379","11,526,467",1.3
Texas,3/11/2017,"14,103",3/4/2017,"145,929","11,526,467",1.27
Texas,3/18/2017,"13,344",3/11/2017,"145,769","11,526,467",1.26
Texas,3/25/2017,"15,950",3/18/2017,"149,911","11,526,467",1.3
Texas,4/1/2017,"13,745",3/25/2017,"144,323","11,526,467",1.25
Texas,4/8/2017,"16,625",4/1/2017,"142,058","11,512,952",1.23
Texas,4/15/2017,"13,147",4/8/2017,"139,357","11,512,952",1.21
Texas,4/22/2017,"13,835",4/15/2017,"144,889","11,512,952",1.26
Texas,4/29/2017,"13,224",4/22/2017,"139,968","11,512,952",1.22
Texas,5/6/2017,"14,590",4/29/2017,"141,653","11,512,952",1.23
Texas,5/13/2017,"14,546",5/6/2017,"134,071","11,512,952",1.16
Texas,5/20/2017,"15,198",5/13/2017,"141,368","11,512,952",1.23
Texas,5/27/2017,"15,135",5/20/2017,"137,165","11,512,952",1.19
Texas,6/3/2017,"14,020",5/27/2017,"142,868","11,512,952",1.24
Texas,6/10/2017,"15,942",6/3/2017,"138,526","11,512,952",1.2
Texas,6/17/2017,"15,593",6/10/2017,"149,920","11,512,952",1.3
Texas,6/24/2017,"15,407",6/17/2017,"151,376","11,512,952",1.31
Texas,7/1/2017,"14,052",6/24/2017,"151,427","11,512,952",1.32
Texas,7/8/2017,"13,296",7/1/2017,"148,194","11,545,879",1.28
Texas,7/15/2017,"14,448",7/8/2017,"153,336","11,545,879",1.33
Texas,7/22/2017,"13,607",7/15/2017,"153,020","11,545,879",1.33
Texas,7/29/2017,"13,166",7/22/2017,"152,941","11,545,879",1.32
Texas,8/5/2017,"14,081",7/29/2017,"147,742","11,545,879",1.28
Texas,8/12/2017,"13,218",8/5/2017,"146,399","11,545,879",1.27
Texas,8/19/2017,"13,290",8/12/2017,"146,555","11,545,879",1.27
Texas,8/26/2017,"12,105",8/19/2017,"143,964","11,545,879",1.25
Texas,9/2/2017,"63,788",8/26/2017,"135,605","11,545,879",1.17
Texas,9/9/2017,"52,024",9/2/2017,"128,496","11,545,879",1.11
Texas,9/16/2017,"28,387",9/9/2017,"193,355","11,545,879",1.67
Texas,9/23/2017,"20,104",9/16/2017,"156,703","11,545,879",1.36
Texas,9/30/2017,"17,063",9/23/2017,"163,562","11,545,879",1.42
Texas,10/7/2017,"16,656",9/30/2017,"133,903","11,545,879",1.16
Texas,10/14/2017,"14,865",10/7/2017,"145,286","11,604,324",1.25
Texas,10/21/2017,"15,164",10/14/2017,"128,786","11,604,324",1.11
Texas,10/28/2017,"14,423",10/21/2017,"143,632","11,604,324",1.24
Texas,11/4/2017,"14,937",10/28/2017,"124,127","11,604,324",1.07
Texas,11/11/2017,"14,719",11/4/2017,"136,990","11,604,324",1.18
Texas,11/18/2017,"15,826",11/11/2017,"125,798","11,604,324",1.08
Texas,11/25/2017,"10,737",11/18/2017,"134,210","11,604,324",1.16
Texas,12/2/2017,"19,599",11/25/2017,"140,371","11,604,324",1.21
Texas,12/9/2017,"14,375",12/2/2017,"135,717","11,604,324",1.17
Texas,12/16/2017,"14,244",12/9/2017,"136,339","11,604,324",1.17
Texas,12/23/2017,"14,138",12/16/2017,"139,198","11,604,324",1.2
Texas,12/30/2017,"9,919",12/23/2017,"133,078","11,604,324",1.15
Texas,1/6/2018,"14,973",12/30/2017,"148,901","11,604,324",1.28
Texas,1/13/2018,"20,540",1/6/2018,"144,179","11,706,892",1.23
Texas,1/20/2018,"12,793",1/13/2018,"144,349","11,706,892",1.23
Texas,1/27/2018,"14,275",1/20/2018,"140,604","11,706,892",1.2
Texas,2/3/2018,"14,131",1/27/2018,"136,766","11,706,892",1.17
Texas,2/10/2018,"13,738",2/3/2018,"129,893","11,706,892",1.11
Texas,2/17/2018,"13,044",2/10/2018,"132,190","11,706,892",1.13
Texas,2/24/2018,"11,697",2/17/2018,"129,920","11,706,892",1.11
Texas,3/3/2018,"12,570",2/24/2018,"129,999","11,706,892",1.11
Texas,3/10/2018,"12,848",3/3/2018,"123,876","11,706,892",1.06
Texas,3/17/2018,"11,837",3/10/2018,"121,792","11,706,892",1.04
Texas,3/24/2018,"14,723",3/17/2018,"129,028","11,706,892",1.1
Texas,3/31/2018,"11,603",3/24/2018,"120,161","11,706,892",1.03
Texas,4/7/2018,"15,108",3/31/2018,"122,403","11,706,892",1.05
Texas,4/14/2018,"12,698",4/7/2018,"116,302","11,758,426",0.99
Texas,4/21/2018,"12,221",4/14/2018,"123,990","11,758,426",1.05
Texas,4/28/2018,"12,086",4/21/2018,"116,000","11,758,426",0.99
Texas,5/5/2018,"13,780",4/28/2018,"119,587","11,758,426",1.02
Texas,5/12/2018,"13,755",5/5/2018,"111,246","11,758,426",0.95
Texas,5/19/2018,"13,953",5/12/2018,"119,249","11,758,426",1.01
Texas,5/26/2018,"12,836",5/19/2018,"114,482","11,758,426",0.97
Texas,6/2/2018,"12,227",5/26/2018,"119,288","11,758,426",1.01
Texas,6/9/2018,"14,504",6/2/2018,"114,916","11,758,426",0.98
Texas,6/16/2018,"14,167",6/9/2018,"124,031","11,758,426",1.05
Texas,6/23/2018,"13,474",6/16/2018,"123,164","11,758,426",1.05
Texas,6/30/2018,"13,599",6/23/2018,"127,099","11,758,426",1.08
Texas,7/7/2018,"13,353",6/30/2018,"121,374","11,758,426",1.03
Texas,7/14/2018,"13,703",7/7/2018,"128,248","11,814,674",1.09
Texas,7/21/2018,"12,549",7/14/2018,"128,927","11,814,674",1.09
Texas,7/28/2018,"11,737",7/21/2018,"128,021","11,814,674",1.08
Texas,8/4/2018,"12,275",7/28/2018,"126,064","11,814,674",1.07
Texas,8/11/2018,"11,658",8/4/2018,"121,012","11,814,674",1.02
Texas,8/18/2018,"11,760",8/11/2018,"123,315","11,814,674",1.04
Texas,8/25/2018,"11,956",8/18/2018,"118,707","11,814,674",1
Texas,9/1/2018,"11,301",8/25/2018,"117,867","11,814,674",1
Texas,9/8/2018,"10,838",9/1/2018,"108,307","11,814,674",0.92
Texas,9/15/2018,"11,857",9/8/2018,"113,501","11,814,674",0.96
Texas,9/22/2018,"10,994",9/15/2018,"107,078","11,814,674",0.91
Texas,9/29/2018,"10,447",9/22/2018,"109,704","11,814,674",0.93
Texas,10/6/2018,"11,980",9/29/2018,"102,275","11,814,674",0.87
Texas,10/13/2018,"11,802",10/6/2018,"101,178","11,882,030",0.85
Texas,10/20/2018,"12,422",10/13/2018,"100,658","11,882,030",0.85
Texas,10/27/2018,"12,201",10/20/2018,"103,365","11,882,030",0.87
Texas,11/3/2018,"12,808",10/27/2018,"100,698","11,882,030",0.85
Texas,11/10/2018,"14,597",11/3/2018,"101,478","11,882,030",0.85
Texas,11/17/2018,"15,133",11/10/2018,"102,757","11,882,030",0.86
Texas,11/24/2018,"9,653",11/17/2018,"103,598","11,882,030",0.87
Texas,12/1/2018,"17,035",11/24/2018,"119,851","11,882,030",1.01
Texas,12/8/2018,"14,041",12/1/2018,"110,762","11,882,030",0.93
Texas,12/15/2018,"13,461",12/8/2018,"114,652","11,882,030",0.96
Texas,12/22/2018,"13,894",12/15/2018,"113,231","11,882,030",0.95
Texas,12/29/2018,"9,090",12/22/2018,"112,980","11,882,030",0.95
Texas,1/5/2019,"12,905",12/29/2018,"123,402","11,882,030",1.04
Texas,1/12/2019,"20,493",1/5/2019,"129,887","11,941,735",1.09
Texas,1/19/2019,"17,453",1/12/2019,"128,985","11,941,735",1.08
Texas,1/26/2019,"12,479",1/19/2019,"123,476","11,941,735",1.03
Texas,2/2/2019,"14,161",1/26/2019,"121,027","11,941,735",1.01
Texas,2/9/2019,"13,526",2/2/2019,"115,008","11,941,735",0.96
Texas,2/16/2019,"12,388",2/9/2019,"117,176","11,941,735",0.98
Texas,2/23/2019,"11,766",2/16/2019,"117,832","11,941,735",0.99
Texas,3/2/2019,"12,099",2/23/2019,"116,340","11,941,735",0.97
Texas,3/9/2019,"12,760",3/2/2019,"112,808","11,941,735",0.94
Texas,3/16/2019,"11,580",3/9/2019,"113,456","11,941,735",0.95
Texas,3/23/2019,"14,382",3/16/2019,"117,994","11,941,735",0.99
Texas,3/30/2019,"12,327",3/23/2019,"113,639","11,941,735",0.95
Texas,4/6/2019,"13,093",3/30/2019,"111,714","11,941,735",0.94
Texas,4/13/2019,"13,868",4/6/2019,"107,707","12,017,875",0.9
Texas,4/20/2019,"11,439",4/13/2019,"107,033","12,017,875",0.89
Texas,4/27/2019,"12,084",4/20/2019,"111,704","12,017,875",0.93
Texas,5/4/2019,"12,748",4/27/2019,"109,585","12,017,875",0.91
Texas,5/11/2019,"12,959",5/4/2019,"108,102","12,017,875",0.9
Texas,5/18/2019,"13,807",5/11/2019,"110,505","12,017,875",0.92
Texas,5/25/2019,"14,355",5/18/2019,"113,260","12,017,875",0.94
Texas,6/1/2019,"12,773",5/25/2019,"113,823","12,017,875",0.95
Texas,6/8/2019,"15,186",6/1/2019,"117,425","12,017,875",0.98
Texas,6/15/2019,"15,081",6/8/2019,"120,357","12,017,875",1
Texas,6/22/2019,"14,494",6/15/2019,"127,130","12,017,875",1.06
Texas,6/29/2019,"13,655",6/22/2019,"124,259","12,017,875",1.03
Texas,7/6/2019,"11,598",6/29/2019,"123,852","12,017,875",1.03
Texas,7/13/2019,"16,144",7/6/2019,"128,079","12,099,046",1.06
Texas,7/20/2019,"12,958",7/13/2019,"128,199","12,099,046",1.06
Texas,7/27/2019,"12,265",7/20/2019,"129,557","12,099,046",1.07
Texas,8/3/2019,"12,915",7/27/2019,"127,475","12,099,046",1.05
Texas,8/10/2019,"12,816",8/3/2019,"124,234","12,099,046",1.03
Texas,8/17/2019,"11,694",8/10/2019,"123,607","12,099,046",1.02
Texas,8/24/2019,"12,619",8/17/2019,"123,914","12,099,046",1.02
Texas,8/31/2019,"13,048",8/24/2019,"118,901","12,099,046",0.98
Texas,9/7/2019,"11,500",8/31/2019,"116,035","12,099,046",0.96
Texas,9/14/2019,"12,273",9/7/2019,"115,892","12,099,046",0.96
Texas,9/21/2019,"12,440",9/14/2019,"115,497","12,099,046",0.95
Texas,9/28/2019,"12,691",9/21/2019,"111,924","12,099,046",0.93
Texas,10/5/2019,"14,146",9/28/2019,"113,493","12,099,046",0.94
Texas,10/12/2019,"14,342",10/5/2019,"107,905","12,168,097",0.89
Texas,10/19/2019,"13,058",10/12/2019,"113,394","12,168,097",0.93
Texas,10/26/2019,"13,183",10/19/2019,"111,596","12,168,097",0.92
Texas,11/2/2019,"13,861",10/26/2019,"114,549","12,168,097",0.94
Texas,11/9/2019,"16,393",11/2/2019,"111,391","12,168,097",0.92
Texas,11/16/2019,"14,335",11/9/2019,"112,751","12,168,097",0.93
Texas,11/23/2019,"16,139",11/16/2019,"120,254","12,168,097",0.99
Texas,11/30/2019,"10,359",11/23/2019,"115,092","12,168,097",0.95
Texas,12/7/2019,"20,649",11/30/2019,"135,760","12,168,097",1.12
Texas,12/14/2019,"15,037",12/7/2019,"122,185","12,168,097",1
Texas,12/21/2019,"12,589",12/14/2019,"133,899","12,168,097",1.1
Texas,12/28/2019,"8,947",12/21/2019,"119,380","12,168,097",0.98
Texas,1/4/2020,"12,367",12/28/2019,"141,473","12,168,097",1.16
Texas,1/11/2020,"21,902",1/4/2020,"140,768","12,236,594",1.15
Texas,1/18/2020,"15,783",1/11/2020,"145,126","12,236,594",1.19
Texas,1/25/2020,"13,070",1/18/2020,"132,656","12,236,594",1.08
Texas,2/1/2020,"13,818",1/25/2020,"140,826","12,236,594",1.15
Texas,2/8/2020,"13,869",2/1/2020,"128,666","12,236,594",1.05
Texas,2/15/2020,"12,790",2/8/2020,"133,475","12,236,594",1.09
Texas,2/22/2020,"12,047",2/15/2020,"127,275","12,236,594",1.04
Texas,2/29/2020,"12,692",2/22/2020,"133,247","12,236,594",1.09
Texas,3/7/2020,"14,355",2/29/2020,"125,252","12,236,594",1.02
Texas,3/14/2020,"16,176",3/7/2020,"127,905","12,236,594",1.05
Texas,3/21/2020,"155,426",3/14/2020,"126,427","12,236,594",1.03
Texas,3/28/2020,"276,185",3/21/2020,"144,697","12,236,594",1.18
Texas,4/4/2020,"315,167",3/28/2020,"374,656","12,236,594",3.06
Texas,4/11/2020,"274,257",4/4/2020,"632,470","12,304,547",5.14
Texas,4/18/2020,"280,761",4/11/2020,"911,923","12,304,547",7.41
Texas,4/25/2020,"254,084",4/18/2020,"962,122","12,304,547",7.82
Texas,5/2/2020,"243,935",4/25/2020,"1,133,324","12,304,547",9.21
Texas,5/9/2020,"141,553",5/2/2020,"1,181,609","12,304,547",9.6
Texas,5/16/2020,"134,065",5/9/2020,"1,300,576","12,304,547",10.57
Texas,5/23/2020,"127,717",5/16/2020,"1,272,557","12,304,547",10.34
Texas,5/30/2020,"106,677",5/23/2020,"1,401,773","12,304,547",11.39
Texas,6/6/2020,"89,676",5/30/2020,"1,215,507","12,304,547",9.88
Texas,6/13/2020,"94,723",6/6/2020,"1,297,296","12,304,547",10.54
Texas,6/20/2020,"89,547",6/13/2020,"1,221,813","12,304,547",9.93
Texas,6/27/2020,"96,593",6/20/2020,"1,301,714","12,304,547",10.58
Texas,7/4/2020,"117,099",6/27/2020,"1,237,931","12,304,547",10.06
Texas,7/11/2020,"105,516",7/4/2020,"1,313,086","12,372,188",10.61
Texas,7/18/2020,"87,908",7/11/2020,"1,247,269","12,372,188",10.08
Texas,7/25/2020,"76,804",7/18/2020,"1,338,900","12,372,188",10.82
Texas,8/1/2020,"62,709",7/25/2020,"1,228,250","12,372,188",9.93
Texas,8/8/2020,"52,304",8/1/2020,"1,221,540","12,372,188",9.87
Texas,8/15/2020,"61,400",8/8/2020,"1,101,708","12,372,188",8.9
Texas,8/22/2020,"52,152",8/15/2020,"1,091,961","12,372,188",8.83
Texas,8/29/2020,"56,673",8/22/2020,"1,017,360","12,372,188",8.22
Texas,9/5/2020,"65,291",8/29/2020,"1,043,117","12,372,188",8.43
Texas,9/12/2020,"49,386",9/5/2020,"976,588","12,372,188",7.89
Utah,1/2/2016,"1,699",12/26/2015,"14,415","1,330,787",1.08
Utah,1/9/2016,"2,957",1/2/2016,"14,501","1,339,960",1.08
Utah,1/16/2016,"1,892",1/9/2016,"15,221","1,339,960",1.14
Utah,1/23/2016,"1,578",1/16/2016,"15,418","1,339,960",1.15
Utah,1/30/2016,"1,559",1/23/2016,"15,526","1,339,960",1.16
Utah,2/6/2016,"1,569",1/30/2016,"15,624","1,339,960",1.17
Utah,2/13/2016,"1,431",2/6/2016,"15,465","1,339,960",1.15
Utah,2/20/2016,"1,227",2/13/2016,"15,120","1,339,960",1.13
Utah,2/27/2016,"1,297",2/20/2016,"14,761","1,339,960",1.1
Utah,3/5/2016,"1,323",2/27/2016,"14,230","1,339,960",1.06
Utah,3/12/2016,"1,179",3/5/2016,"13,665","1,339,960",1.02
Utah,3/19/2016,"1,090",3/12/2016,"12,968","1,339,960",0.97
Utah,3/26/2016,"1,045",3/19/2016,"12,167","1,339,960",0.91
Utah,4/2/2016,"1,159",3/26/2016,"11,716","1,339,960",0.87
Utah,4/9/2016,"1,451",4/2/2016,"11,281","1,335,070",0.84
Utah,4/16/2016,"1,476",4/9/2016,"10,825","1,335,070",0.81
Utah,4/23/2016,"1,313",4/16/2016,"10,605","1,335,070",0.79
Utah,4/30/2016,"1,263",4/23/2016,"10,372","1,335,070",0.78
Utah,5/7/2016,"1,213",4/30/2016,"10,224","1,335,070",0.77
Utah,5/14/2016,"1,108",5/7/2016,"9,796","1,335,070",0.73
Utah,5/21/2016,"1,219",5/14/2016,"9,651","1,335,070",0.72
Utah,5/28/2016,"1,286",5/21/2016,"9,578","1,335,070",0.72
Utah,6/4/2016,"1,203",5/28/2016,"9,532","1,335,070",0.71
Utah,6/11/2016,"1,203",6/4/2016,"9,602","1,335,070",0.72
Utah,6/18/2016,"1,077",6/11/2016,"9,544","1,335,070",0.71
Utah,6/25/2016,"1,043",6/18/2016,"9,310","1,335,070",0.7
Utah,7/2/2016,"1,166",6/25/2016,"9,195","1,335,070",0.69
Utah,7/9/2016,"1,229",7/2/2016,"9,133","1,323,666",0.69
Utah,7/16/2016,"1,151",7/9/2016,"9,388","1,323,666",0.71
Utah,7/23/2016,"1,116",7/16/2016,"9,179","1,323,666",0.69
Utah,7/30/2016,952,7/23/2016,"9,118","1,323,666",0.69
Utah,8/6/2016,"1,021",7/30/2016,"8,945","1,323,666",0.68
Utah,8/13/2016,"1,029",8/6/2016,"8,793","1,323,666",0.66
Utah,8/20/2016,"1,022",8/13/2016,"8,607","1,323,666",0.65
Utah,8/27/2016,"1,038",8/20/2016,"8,453","1,323,666",0.64
Utah,9/3/2016,"1,112",8/27/2016,"8,142","1,323,666",0.62
Utah,9/10/2016,988,9/3/2016,"8,013","1,323,666",0.61
Utah,9/17/2016,978,9/10/2016,"7,894","1,323,666",0.6
Utah,9/24/2016,"1,056",9/17/2016,"7,772","1,323,666",0.59
Utah,10/1/2016,964,9/24/2016,"7,636","1,323,666",0.58
Utah,10/8/2016,"1,361",10/1/2016,"7,527","1,353,027",0.56
Utah,10/15/2016,"1,026",10/8/2016,"7,707","1,353,027",0.57
Utah,10/22/2016,"1,236",10/15/2016,"7,645","1,353,027",0.57
Utah,10/29/2016,"1,314",10/22/2016,"7,818","1,353,027",0.58
Utah,11/5/2016,"1,528",10/29/2016,"8,068","1,353,027",0.6
Utah,11/12/2016,"1,485",11/5/2016,"8,416","1,353,027",0.62
Utah,11/19/2016,"1,676",11/12/2016,"8,838","1,353,027",0.65
Utah,11/26/2016,"1,434",11/19/2016,"9,141","1,353,027",0.68
Utah,12/3/2016,"2,556",11/26/2016,"9,886","1,353,027",0.73
Utah,12/10/2016,"2,017",12/3/2016,"11,080","1,353,027",0.82
Utah,12/17/2016,"1,752",12/10/2016,"11,830","1,353,027",0.87
Utah,12/24/2016,"1,575",12/17/2016,"12,264","1,353,027",0.91
Utah,12/31/2016,"1,478",12/24/2016,"12,580","1,353,027",0.93
Utah,1/7/2017,"2,618",12/31/2016,"13,259","1,353,027",0.98
Utah,1/14/2017,"2,045",1/7/2017,"14,343","1,360,494",1.05
Utah,1/21/2017,"1,480",1/14/2017,"14,802","1,360,494",1.09
Utah,1/28/2017,"1,464",1/21/2017,"14,883","1,360,494",1.09
Utah,2/4/2017,"1,364",1/28/2017,"14,962","1,360,494",1.1
Utah,2/11/2017,"1,176",2/4/2017,"14,687","1,360,494",1.08
Utah,2/18/2017,"1,054",2/11/2017,"14,317","1,360,494",1.05
Utah,2/25/2017,"1,036",2/18/2017,"13,730","1,360,494",1.01
Utah,3/4/2017,"1,139",2/25/2017,"13,259","1,360,494",0.97
Utah,3/11/2017,"1,118",3/4/2017,"12,792","1,360,494",0.94
Utah,3/18/2017,915,3/11/2017,"11,927","1,360,494",0.88
Utah,3/25/2017,957,3/18/2017,"11,026","1,360,494",0.81
Utah,4/1/2017,922,3/25/2017,"10,509","1,360,494",0.77
Utah,4/8/2017,"1,228",4/1/2017,"9,775","1,377,828",0.71
Utah,4/15/2017,"1,081",4/8/2017,"9,011","1,377,828",0.65
Utah,4/22/2017,"1,280",4/15/2017,"8,617","1,377,828",0.63
Utah,4/29/2017,"1,282",4/22/2017,"8,645","1,377,828",0.63
Utah,5/6/2017,"1,137",4/29/2017,"8,843","1,377,828",0.64
Utah,5/13/2017,951,5/6/2017,"8,460","1,377,828",0.61
